phase,comparison_family,comparison,ratio,version,embedding_key,embedding_label,metric,delta_mean,ci_lower,ci_upper,p_raw,p_holm,p_bh,n_pairs,bootstrap_unit,source_artifact
phase1,phase1_vs_random,Coverage vs BalancedRandom,30,,sbert_original,SBERT (original),item_r,0.0419611302132963,0.0380320053652467,0.0458242122080204,0.0,,,5,folds_or_repeats_as_phase1_reported,results/phase1/figures/statistical_tests.csv
phase1,phase1_vs_random,Coverage vs BalancedRandom,50,,sbert_original,SBERT (original),item_r,0.0185147528146048,0.0135125502869281,0.0238832314025932,0.0,,,5,folds_or_repeats_as_phase1_reported,results/phase1/figures/statistical_tests.csv
phase1,phase1_vs_random,Coverage vs BalancedRandom,90,,sbert_original,SBERT (original),item_r,0.1405363941887489,0.127906209825966,0.1534924098736211,0.0,,,5,folds_or_repeats_as_phase1_reported,results/phase1/figures/statistical_tests.csv
phase2,phase2_predictor_ablation,CosineWeightedKNN vs Tuned UniformKNN,10,,sbert_original,SBERT (original),item_r,0.0264526242719138,0.0117076032133533,0.0368707286905896,0.0002,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,CosineWeightedKNN vs Tuned UniformKNN,30,,sbert_original,SBERT (original),item_r,0.002772142107952,0.0025335716461605,0.0030569624508016,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,CosineWeightedKNN vs Tuned UniformKNN,50,,sbert_original,SBERT (original),item_r,0.0010631576737684,0.0008896246422076,0.0012366907053291,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,CosineWeightedKNN vs Tuned UniformKNN,90,,sbert_original,SBERT (original),item_r,8.306738582661844e-05,-0.0002277621417852,0.0004238937320145,0.636,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs Tuned UniformKNN,10,,sbert_original,SBERT (original),item_r,0.1340535558606299,0.1307299408304725,0.1381302373764822,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs Tuned UniformKNN,30,,sbert_original,SBERT (original),item_r,0.0685514749198552,0.0677334745766303,0.0695629981341135,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs Tuned UniformKNN,50,,sbert_original,SBERT (original),item_r,0.0625516618653508,0.0597004304440618,0.0654128936749373,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs Tuned UniformKNN,90,,sbert_original,SBERT (original),item_r,0.0412447199956268,0.0377167432902788,0.0447726967009747,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,KernelSmoothing vs Tuned UniformKNN,10,,sbert_original,SBERT (original),item_r,0.132466490750291,0.1287490975552885,0.1370297722960979,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,KernelSmoothing vs Tuned UniformKNN,30,,sbert_original,SBERT (original),item_r,0.0512231859570133,0.049150754628896,0.0535862212254238,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,KernelSmoothing vs Tuned UniformKNN,50,,sbert_original,SBERT (original),item_r,0.0482022173334576,0.0419911598598525,0.053069188464426,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,KernelSmoothing vs Tuned UniformKNN,90,,sbert_original,SBERT (original),item_r,0.0418435366999399,0.0394674082748614,0.0440446706935528,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs CosineWeightedKNN,10,,sbert_original,SBERT (original),item_r,0.1076009315887161,0.099109453306633,0.1197360245693144,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs CosineWeightedKNN,30,,sbert_original,SBERT (original),item_r,0.0657793328119032,0.0650956935107726,0.0665452901367663,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs CosineWeightedKNN,50,,sbert_original,SBERT (original),item_r,0.0614885041915824,0.05880610688681,0.0642247811218591,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs CosineWeightedKNN,90,,sbert_original,SBERT (original),item_r,0.0411616526098001,0.0375327452875285,0.0447905599320718,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs KernelSmoothing,10,,sbert_original,SBERT (original),item_r,0.0015870651103389,0.0010166093832349,0.002157520837443,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs KernelSmoothing,30,,sbert_original,SBERT (original),item_r,0.0173282889628419,0.0156029069528273,0.0190536709728564,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs KernelSmoothing,50,,sbert_original,SBERT (original),item_r,0.0143494445318931,0.0116076662388813,0.0179795205444974,0.0,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase2,phase2_predictor_ablation,SoftmaxKNN vs KernelSmoothing,90,,sbert_original,SBERT (original),item_r,-0.0005988167043131,-0.0029316714496592,0.0011352213367198,0.6966,,,5,paired_by_fold_as_phase2_reported,results/phase2/figures/statistical_tests_phase2.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,10,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0103054022327632,0.0070914595885515,0.0135302300203206,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,10,A1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0481801713904087,-0.0523841520833845,-0.0440679098716069,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,10,A1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0094464266486161,-0.0136961527182525,-0.005093928126698,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,10,A1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0121782011451862,0.0088015519182186,0.0156320952429576,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,30,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0424638709988457,0.0390292570366568,0.045893555097689,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,30,A1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.020781561303202,0.0169729258477175,0.0245675982816671,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,30,A1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.034835451013316,0.0307346921396999,0.0388411633728889,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,30,A1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0698019537588454,0.0662885091901371,0.0733630568911306,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,50,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0480050912808379,0.0443749342387677,0.0517415538312746,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,50,A1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0200803126052849,0.0158198631186476,0.0243701322351882,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,50,A1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0183143144419281,0.0141992505926459,0.0224508075830882,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,50,A1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.05289432403121,0.0495231704343569,0.0562340364240524,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,90,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0121966352330512,-0.017199118882729,-0.0072800155864202,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,90,A1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.005655322747879,0.0012265920091268,0.0102293735182793,0.0124,0.0124,0.0124,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,90,A1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0450908185412265,-0.0513124577967734,-0.038895586825516,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,90,A1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0154590851382184,-0.0205344342288659,-0.0103674634438146,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,10,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0186292444154365,0.0153373959958632,0.0218912068120347,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,10,A2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0158420527147845,0.0128380261921672,0.0188376840300439,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,10,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0054910401379649,-0.0101333282752918,-0.0008978283044447,0.0184,0.0552,0.0210285714285714,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,10,A2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0152278064031105,0.0118472374665338,0.0185834392530201,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,30,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0405033004299287,0.0371861197561375,0.0437381234456671,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,30,A2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0507589398976285,0.0475594206638789,0.05395919227683,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,30,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0263645033713879,0.0224710691781433,0.030263519938872,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,30,A2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0673282159785901,0.063614183735299,0.0709908341648408,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,50,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0555526290604486,0.0519950396311227,0.0591302366595945,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,50,A2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0444838142007147,0.0409850146531103,0.0479767181894804,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,50,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0203460054435296,0.0159171143263719,0.0248842913820078,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,50,A2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0579540799047982,0.0543254927117294,0.0617008088440788,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,90,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0033945743324846,-0.0012641217892515,0.0082172235977708,0.1624,0.2564,0.1624,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,90,A2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0067157377855657,-0.0112437989213416,-0.0022096146172047,0.0042,0.0168,0.0051692307692307,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,90,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0397966317555101,-0.04536373991184,-0.0339976106019267,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,90,A2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0040468564569197,-0.0093118516838181,0.0011335956098207,0.1282,0.2564,0.1367466666666666,2748,subjects_resampled_within_outer_fold,results/phase4/versionA_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,10,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0403839477184057,0.0356077193945295,0.0451787205397966,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,10,B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0307934047292477,-0.0360764829471294,-0.0253141474568129,0.0,0.0,0.0,2747,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,10,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0221621004666253,0.0169390928092315,0.0276498264019828,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,10,B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0743723943587261,0.0690635766247171,0.0796885899751084,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,30,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0587663380556004,0.0546740818426809,0.0628223868192109,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,30,B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0291258249599873,0.0245553461838334,0.0336543226568045,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,30,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0404723561768061,0.0361399866100541,0.044734523763568,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,30,B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0612976487706763,0.0573396876480014,0.0652913479519533,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,50,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0341339201797493,0.0295338661469397,0.0387385885470631,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,50,B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0277028066161514,0.022726077199386,0.0328572629458072,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,50,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.021230215970255,0.0165422735865204,0.0257453250579298,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,50,B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0423430110601103,0.0380893215540463,0.0465726496606167,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,90,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0547875968095415,-0.0654923847986365,-0.0439711536236478,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,90,B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,-0.1358001567093469,-0.1491143220096782,-0.1226601776261527,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,90,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.1869181305263606,-0.2002328459270794,-0.1734543358323945,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,90,B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0470047900766302,-0.0582270659757279,-0.0358319260967544,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,10,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0465898167607589,0.0417229556772187,0.0514219205180706,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
