version,embedding_key,embedding_label,ratio,fold,predictor,K,tau,is_fixed,is_tuned,hyperparam_source,train_n,train_inner_n,valid_inner_n,test_n,best_inner_item_r,search_space_K,search_space_tau,inner_val_scores_json,selected_S_hash,jaccard_vs_s_old
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,3,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},6eea9f717fd92763,0.5151515151515151
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,4,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},6eea9f717fd92763,0.5151515151515151
B1_fixed,e5_base_v2,E5-base-v2,50,0,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},5ae9976a061dca51,0.4492753623188406
B1_fixed,e5_base_v2,E5-base-v2,50,1,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},5ae9976a061dca51,0.4492753623188406
B1_fixed,e5_base_v2,E5-base-v2,50,2,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},5ae9976a061dca51,0.4492753623188406
B1_fixed,e5_base_v2,E5-base-v2,50,3,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},5ae9976a061dca51,0.4492753623188406
B1_fixed,e5_base_v2,E5-base-v2,50,4,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},5ae9976a061dca51,0.4492753623188406
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,0,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},61a3f94b6fb57ce0,0.3333333333333333
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,1,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},61a3f94b6fb57ce0,0.3333333333333333
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,2,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},61a3f94b6fb57ce0,0.3333333333333333
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,3,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},61a3f94b6fb57ce0,0.3333333333333333
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,4,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},61a3f94b6fb57ce0,0.3333333333333333
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,0,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},45bb1bb1246fbfc6,0.4084507042253521
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,1,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},45bb1bb1246fbfc6,0.4084507042253521
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,2,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},45bb1bb1246fbfc6,0.4084507042253521
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,3,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},45bb1bb1246fbfc6,0.4084507042253521
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,4,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},45bb1bb1246fbfc6,0.4084507042253521
B1_fixed,sbert_original,SBERT (original),50,0,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},6e6167ebfe199350,0.9230769230769231
B1_fixed,sbert_original,SBERT (original),50,1,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},6e6167ebfe199350,0.9230769230769231
B1_fixed,sbert_original,SBERT (original),50,2,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},6e6167ebfe199350,0.9230769230769231
B1_fixed,sbert_original,SBERT (original),50,3,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},6e6167ebfe199350,0.9230769230769231
B1_fixed,sbert_original,SBERT (original),50,4,SoftmaxKNN,10,0.1,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},6e6167ebfe199350,0.9230769230769231
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,0,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},d1c9629104d4613e,0.8947368421052632
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,1,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},d1c9629104d4613e,0.8947368421052632
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,2,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},d1c9629104d4613e,0.8947368421052632
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,3,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},d1c9629104d4613e,0.8947368421052632
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,4,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},d1c9629104d4613e,0.8947368421052632
B1_fixed,e5_base_v2,E5-base-v2,90,0,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4ab1827017a9d4a9,0.8181818181818182
B1_fixed,e5_base_v2,E5-base-v2,90,1,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4ab1827017a9d4a9,0.8181818181818182
B1_fixed,e5_base_v2,E5-base-v2,90,2,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4ab1827017a9d4a9,0.8181818181818182
B1_fixed,e5_base_v2,E5-base-v2,90,3,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4ab1827017a9d4a9,0.8181818181818182
B1_fixed,e5_base_v2,E5-base-v2,90,4,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},4ab1827017a9d4a9,0.8181818181818182
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,0,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4554bd3645a8b3db,0.8556701030927835
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,1,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4554bd3645a8b3db,0.8556701030927835
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,2,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4554bd3645a8b3db,0.8556701030927835
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,3,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},4554bd3645a8b3db,0.8556701030927835
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,4,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},4554bd3645a8b3db,0.8556701030927835
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,0,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e89eefa9a454e390,0.875
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,1,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e89eefa9a454e390,0.875
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,2,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e89eefa9a454e390,0.875
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,3,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e89eefa9a454e390,0.875
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,4,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},e89eefa9a454e390,0.875
B1_fixed,sbert_original,SBERT (original),90,0,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e4aca0f6b9e84075,1.0
B1_fixed,sbert_original,SBERT (original),90,1,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e4aca0f6b9e84075,1.0
B1_fixed,sbert_original,SBERT (original),90,2,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e4aca0f6b9e84075,1.0
B1_fixed,sbert_original,SBERT (original),90,3,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2199,0,0,550,,,,{},e4aca0f6b9e84075,1.0
B1_fixed,sbert_original,SBERT (original),90,4,SoftmaxKNN,3,0.03,True,False,phase2_fixed_preregistered_softmax,2200,0,0,549,,,,{},e4aca0f6b9e84075,1.0
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,0,SoftmaxKNN,5,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3228645421744283,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2816588966101736, ""K=10,tau=0.05"": 0.30571321253651074, ""K=10,tau=0.1"": 0.3164962328288104, ""K=10,tau=0.2"": 0.3188248887435874, ""K=10,tau=0.5"": 0.31724418922505654, ""K=15,tau=0.03"": 0.2816588966101736, ""K=15,tau=0.05"": 0.30571321253651074, ""K=15,tau=0.1"": 0.3164962328288104, ""K=15,tau=0.2"": 0.3188248887435874, ""K=15,tau=0.5"": 0.31724418922505654, ""K=3,tau=0.03"": 0.272568984707191, ""K=3,tau=0.05"": 0.2910065322358442, ""K=3,tau=0.1"": 0.29892399636011957, ""K=3,tau=0.2"": 0.28510672973903156, ""K=3,tau=0.5"": 0.26062590095742133, ""K=5,tau=0.03"": 0.28149305425804505, ""K=5,tau=0.05"": 0.30721035385423623, ""K=5,tau=0.1"": 0.3228645421744283, ""K=5,tau=0.2"": 0.3044813751881804, ""K=5,tau=0.5"": 0.26015890730971525, ""K=7,tau=0.03"": 0.28162301282902513, ""K=7,tau=0.05"": 0.30602942547435313, ""K=7,tau=0.1"": 0.31682914059601724, ""K=7,tau=0.2"": 0.29214945412946447, ""K=7,tau=0.5"": 0.21311433842197142}",ec0db881349d9b77,0.25
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,1,SoftmaxKNN,5,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.33088654064387857,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.29280374652362956, ""K=10,tau=0.05"": 0.3147298371824051, ""K=10,tau=0.1"": 0.3235186171418131, ""K=10,tau=0.2"": 0.32690234219699993, ""K=10,tau=0.5"": 0.32703401063607435, ""K=15,tau=0.03"": 0.29280374652362956, ""K=15,tau=0.05"": 0.3147298371824051, ""K=15,tau=0.1"": 0.3235186171418131, ""K=15,tau=0.2"": 0.32690234219699993, ""K=15,tau=0.5"": 0.32703401063607435, ""K=3,tau=0.03"": 0.28318599803334554, ""K=3,tau=0.05"": 0.30045955719785206, ""K=3,tau=0.1"": 0.30779075158076485, ""K=3,tau=0.2"": 0.2943518463199025, ""K=3,tau=0.5"": 0.2698054912018738, ""K=5,tau=0.03"": 0.2925839728781213, ""K=5,tau=0.05"": 0.3164806429901334, ""K=5,tau=0.1"": 0.33088654064387857, ""K=5,tau=0.2"": 0.31345165008149684, ""K=5,tau=0.5"": 0.26905047563783, ""K=7,tau=0.03"": 0.2927874682013334, ""K=7,tau=0.05"": 0.3154015628217474, ""K=7,tau=0.1"": 0.32544174227391653, ""K=7,tau=0.2"": 0.3028996578848251, ""K=7,tau=0.5"": 0.22405197709342192}",ec0db881349d9b77,0.25
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,2,SoftmaxKNN,5,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3301085158509943,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.28938793259017276, ""K=10,tau=0.05"": 0.3138590906128473, ""K=10,tau=0.1"": 0.32521177739336304, ""K=10,tau=0.2"": 0.32788521443311036, ""K=10,tau=0.5"": 0.3262811260284465, ""K=15,tau=0.03"": 0.28938793259017276, ""K=15,tau=0.05"": 0.3138590906128473, ""K=15,tau=0.1"": 0.32521177739336304, ""K=15,tau=0.2"": 0.32788521443311036, ""K=15,tau=0.5"": 0.3262811260284465, ""K=3,tau=0.03"": 0.2802559168772493, ""K=3,tau=0.05"": 0.29902281065315145, ""K=3,tau=0.1"": 0.3075951110140145, ""K=3,tau=0.2"": 0.29371475983223333, ""K=3,tau=0.5"": 0.2684325865015002, ""K=5,tau=0.03"": 0.28897050078042064, ""K=5,tau=0.05"": 0.3146779829071174, ""K=5,tau=0.1"": 0.3301085158509943, ""K=5,tau=0.2"": 0.3107862902074741, ""K=5,tau=0.5"": 0.2644754668783329, ""K=7,tau=0.03"": 0.28934131913326033, ""K=7,tau=0.05"": 0.3141014485057473, ""K=7,tau=0.1"": 0.32529024597465533, ""K=7,tau=0.2"": 0.2998081655755211, ""K=7,tau=0.5"": 0.21653248008078949}",ec0db881349d9b77,0.25
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,3,SoftmaxKNN,5,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3133797048858126,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2712186779216885, ""K=10,tau=0.05"": 0.2958449334541493, ""K=10,tau=0.1"": 0.3084580288813071, ""K=10,tau=0.2"": 0.3119538147775367, ""K=10,tau=0.5"": 0.31141910742887, ""K=15,tau=0.03"": 0.2712186779216885, ""K=15,tau=0.05"": 0.2958449334541493, ""K=15,tau=0.1"": 0.3084580288813071, ""K=15,tau=0.2"": 0.3119538147775367, ""K=15,tau=0.5"": 0.31141910742887, ""K=3,tau=0.03"": 0.2626609831320258, ""K=3,tau=0.05"": 0.2811960539787644, ""K=3,tau=0.1"": 0.2900810461348417, ""K=3,tau=0.2"": 0.27731096065873356, ""K=3,tau=0.5"": 0.2538489900651956, ""K=5,tau=0.03"": 0.2708477768334, ""K=5,tau=0.05"": 0.2965659130687504, ""K=5,tau=0.1"": 0.3133797048858126, ""K=5,tau=0.2"": 0.2975635429348871, ""K=5,tau=0.5"": 0.2564887719442729, ""K=7,tau=0.03"": 0.27115411451965055, ""K=7,tau=0.05"": 0.29595532178397005, ""K=7,tau=0.1"": 0.3083386773782024, ""K=7,tau=0.2"": 0.28593688207501833, ""K=7,tau=0.5"": 0.20905774925711682}",ec0db881349d9b77,0.25
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,4,SoftmaxKNN,5,0.1,False,True,train_inner_tuned_nested,2200,1760,440,549,0.3270324123278926,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.28685112386084305, ""K=10,tau=0.05"": 0.3100489238299736, ""K=10,tau=0.1"": 0.32091373215795627, ""K=10,tau=0.2"": 0.3245434278254396, ""K=10,tau=0.5"": 0.3246411711335661, ""K=15,tau=0.03"": 0.28685112386084305, ""K=15,tau=0.05"": 0.3100489238299736, ""K=15,tau=0.1"": 0.32091373215795627, ""K=15,tau=0.2"": 0.3245434278254396, ""K=15,tau=0.5"": 0.3246411711335661, ""K=3,tau=0.03"": 0.27826662654282647, ""K=3,tau=0.05"": 0.2959095339271011, ""K=3,tau=0.1"": 0.30370323034297136, ""K=3,tau=0.2"": 0.29031176777294754, ""K=3,tau=0.5"": 0.26646365413609646, ""K=5,tau=0.03"": 0.2863797351927978, ""K=5,tau=0.05"": 0.31094925955022945, ""K=5,tau=0.1"": 0.3270324123278926, ""K=5,tau=0.2"": 0.31143434215099725, ""K=5,tau=0.5"": 0.2693491390191424, ""K=7,tau=0.03"": 0.2864802765114373, ""K=7,tau=0.05"": 0.30974336162284816, ""K=7,tau=0.1"": 0.32039309740140154, ""K=7,tau=0.2"": 0.29581425234524805, ""K=7,tau=0.5"": 0.2144282744875234}",ec0db881349d9b77,0.25
